product_id,tn
20654,4.878683
20655,3.7275815
20658,5.3368073
20660,2.8422782
20661,5.3429976
20663,0.9957023
20664,1.6626227
20666,5.1515355
20670,1.0848541
20672,4.038727
20676,1.8801703
20677,5.6600447
20678,0.9681521
20680,6.5592422
20684,0.7491433
20685,3.354994
20693,5.0545225
20696,5.7415457
20697,3.2821188
20699,4.958639
20701,4.443574
20702,0.69151855
20705,3.234521
20706,5.4453673
20708,4.134181
20713,0.39094728
20714,4.773064
20715,1.3809282
20721,1.3671077
20729,1.880638
20730,2.061387
20733,4.2351646
20735,4.6557364
20737,3.4073527
20739,3.617621
20742,3.9359937
20744,3.5087268
20745,1.0635314
20749,2.7824597
20751,4.2170615
20756,2.5058117
20759,1.2932688
20761,3.0336757
20765,1.3299654
20768,1.1148444
20773,1.1566615
20781,1.2286513
20786,1.3599949
20788,2.6484687
20789,1.6314538
20793,3.2266173
20800,1.500324
20801,1.7453197
20802,2.2073982
20803,1.0582248
20807,2.5091512
20810,2.0672731
20812,1.0685275
20820,2.8546112
20823,3.173456
20824,-0.6446798
20826,1.9476086
20828,1.7172835
20830,2.0978866
20831,2.4024615
20838,2.6568663
20840,1.4464254
20843,0.74120045
20846,0.8474432
20847,1.6132885
20849,2.39057
20852,0.57294476
20862,1.419659
20863,1.9970992
20864,1.0901982
20865,1.338296
20870,1.6522088
20879,0.9304681
20882,0.93866503
20883,1.7072387
20885,0.7946213
20892,1.6187447
20894,1.6087546
20901,0.3895285
20906,1.457929
20913,1.4769547
20919,0.9176238
20922,0.68459207
20925,0.7521918
20931,1.6126927
20936,0.6180818
20937,0.42513418
20941,1.068329
20947,0.73239136
20948,0.9257947
20949,1.1951205
20956,0.87268746
20957,1.0297699
20961,0.8556402
20965,0.5875721
20970,0.69814825
20976,0.55898714
20982,-0.37210652
20985,1.1580089
20986,0.7098715
20991,-0.029522523
20994,0.17795779
21008,0.82958436
21014,1.1113982
21016,0.61076045
21024,0.6396009
21028,0.38422152
21032,0.42042595
21038,0.57449394
21048,0.5918144
21049,0.2778199
21055,0.059016697
21057,0.5208462
21077,0.5489332
21080,0.2327914
21088,0.3099485
21131,0.24377596
21170,0.09574886
21182,0.15128493
21190,0.024107916
21192,0.04192718
21200,-0.002523773
21202,0.03293643
21218,0.022888206
21222,0.048971646
20514,5.645115
20578,4.978531
20878,1.2020358
21224,0.086217105
20588,6.70315
20724,2.245527
20743,0.70248836
20771,0.9447481
20945,1.8158711
20951,1.5146825
20319,20.233139
20390,15.776506
20415,17.825777
20447,10.381562
20478,10.790658
20508,10.869474
20667,5.93322
20298,13.422335
20343,5.527873
20377,9.452512
20417,11.623741
20750,3.2617228
20832,1.833418
20855,1.7977057
20877,0.76576746
20914,2.1517417
20996,0.6840916
21003,0.5992337
21027,1.913051
20049,153.78157
20453,10.352627
20657,5.5397053
20741,2.594808
20777,3.0062432
20402,7.034095
20496,1.096439
20542,7.835455
20624,2.8316815
20775,-0.8721177
20818,1.1778133
20202,22.049139
20334,18.49959
20337,7.2533693
20340,20.775173
20544,10.311087
20552,5.1770444
20574,4.915169
20589,9.522857
20646,2.0516856
20758,4.0106096
20809,4.5032787
21167,0.110991865
21180,-0.091234446
20112,99.83755
20297,34.833824
20306,37.680454
20323,25.687876
20344,20.627308
20348,18.456327
20387,9.103749
20403,11.193842
20567,8.553349
21118,0.4274134
21155,0.079499654
21184,0.07960364
21194,0.17088962
21207,0.13489291
21212,0.02786145
20164,65.7619
20203,55.31108
20218,34.002228
20479,9.086552
21065,0.52911836
20237,27.926289
20395,28.124992
20513,13.197398
20576,8.535814
20604,8.16066
21157,0.10733253
20126,110.04975
20135,126.59914
20150,63.03844
20262,31.001522
20351,18.290329
20368,13.478483
20378,21.650993
20481,8.931597
20488,7.9773526
20541,9.834078
20571,8.073318
20811,2.6308715
20130,105.956985
20143,105.55656
20159,82.483696
20170,82.777435
20266,47.84459
20364,33.74474
20389,36.899178
21034,0.7385293
21040,0.659829
21126,0.69966775
21164,0.26887104
21176,0.40937948
20089,185.59439
20459,20.256231
20522,14.784489
20638,7.679077
20503,10.930707
20679,11.510382
20783,3.4032063
20853,3.5300784
21084,0.7109672
20495,14.784895
20523,9.183636
20527,8.936413
20540,8.056191
20553,7.1866302
20559,5.678521
20569,13.401842
20611,10.84166
20682,6.4832907
20902,1.5346442
20908,2.6235623
20967,1.8082339
20997,0.7106439
21142,-0.12509078
21191,0.15487048
21209,0.0734417
21226,0.06528359
21233,-0.003923364
21245,-0.0053846966
20085,245.1477
20408,8.047869
20477,5.6664267
20700,2.781685
20709,10.336533
20917,3.7651982
20990,0.67932236
21001,0.65632904
21022,0.3920062
21037,0.6102264
21056,0.46593502
21201,0.22546947
21244,0.0057267193
21246,0.011860844
21248,0.019363344
21256,-0.019976612
21259,0.017981678
21262,0.0031421874
21263,0.009093541
20460,9.307541
20547,12.637373
20558,4.2868843
20580,20.374195
20627,10.417618
20689,0.5461916
20817,-2.1096346
20835,-2.0370765
21093,-0.21243757
21105,0.2815696
20032,565.97906
21153,-0.26200947
21159,-0.042166114
21168,-0.33958286
20286,47.51826
20442,29.897377
20491,8.327278
20548,7.066937
20620,5.9079003
20623,2.5479522
20659,-0.74585104
20757,0.5086868
21033,1.238234
21073,0.2801815
21252,0.055344947
21265,0.039014407
21266,0.054176603
21267,-0.02054021
21276,0.009228547
20355,18.281221
20414,25.71148
20458,16.08211
20476,15.034718
20510,6.7818556
20521,0.6914377
20525,12.71163
20526,15.888639
20531,6.697066
20537,2.9904108
20575,-1.7866983
20577,6.147283
20593,6.3237777
20603,2.0754395
20633,0.5477195
20681,5.8917084
20719,8.924901
20746,1.8356692
20785,0.3000989
20795,-2.028461
20822,4.5698442
20859,2.7673426
20907,0.9138342
20920,1.7571957
20966,1.9158626
20987,-2.3025742
21086,0.09583068
21092,0.84502447
21179,-0.1355254
21196,0.11962805
20754,7.624614
20924,4.8916087
20928,-0.43613613
20932,1.6373864
20946,3.3268838
21042,2.026721
21044,2.19701
21064,-0.06675255
21074,-1.0790433
21099,-0.11770719
21135,-0.15156534
21163,0.073747754
21171,0.060108945
20174,39.98364
20592,8.588456
20649,23.601662
20674,6.22785
20691,-1.501483
20732,1.0436559
20772,-5.593886
20774,4.79523
20827,1.3049256
20927,0.5879366
21007,-0.05285877
21111,1.5494444
21114,1.2912223
21119,0.1400288
21140,0.12233856
21227,0.99972147
20236,-24.490074
20261,15.294302
20440,2.0566478
20615,13.29292
20621,-5.354959
20662,9.243353
20673,2.435374
20711,1.733664
20720,4.630304
20845,4.407973
20886,0.89229405
20904,5.4666567
20910,6.624683
20912,1.5093701
20933,2.7817667
20953,5.7479587
21006,0.5827619
21035,1.0318344
21039,2.769331
21079,-0.52449477
21109,0.8376944
21112,-0.12697005
20213,-6.13377
20257,21.064295
20694,7.674735
20762,6.6181717
20815,1.5358143
20899,-0.9076787
20942,-2.4103894
20968,-0.47318876
21058,1.1254112
21097,0.9414719
21110,1.3565564
21129,0.034841657
21144,-0.6656685
21146,-0.9867016
21154,-1.6975883
20127,-468.8698
20210,-105.0268
20686,9.598203
20703,13.336237
20962,-0.027257562
20975,-0.48412013
20995,-1.075907
21087,0.2667311
21214,-0.5145294
